OSEBuildingID,BuildingType,Neighborhood,BuildingAge,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),PrimaryProperty,LargestPropertyUseTypeGFA,SecondLargest,SecondLargestPropertyUseTypeGFA,ThirdLargest,ThirdLargestPropertyUseTypeGFA,NumberPropertyUseType,harvesine_distance,ENERGYSTARScore,SiteEnergyUse(kBtu)
564,NONRESIDENTIAL,GREATER DUWAMISH,46,1.0,1,0,65430,OFFICE AND BUSINESS,60732.0,OTHER SERVICES AND FACILITIES,8142.0,UNDEFINED,,2,1.2910404416171595,89.0,3181045.5
565,NONRESIDENTIAL,NORTHEAST,10,1.0,3,42440,59850,OFFICE AND BUSINESS,83715.0,PARKING,18575.0,UNDEFINED,,2,4.307825906485068,26.0,6062770.5
566,NONRESIDENTIAL,CENTRAL,90,1.0,3,0,80004,OTHER SERVICES AND FACILITIES,74864.0,UNDEFINED,,UNDEFINED,,1,1.1815722008358907,,12232124.0
568,NONRESIDENTIAL,GREATER DUWAMISH,25,1.0,2,0,323916,STORAGE,263528.0,OFFICE AND BUSINESS,60388.0,UNDEFINED,,2,2.9162482357818478,92.0,8024064.5
569,NONRESIDENTIAL,GREATER DUWAMISH,84,1.0,14,0,304052,MIXED USE,218918.0,PARKING,156487.0,HEALTH AND MEDICAL,84051.89844,3,1.1910396824589353,66.0,21027396.0
570,NONRESIDENTIAL,LAKE UNION,38,1.0,4,31210,54175,OFFICE AND BUSINESS,50235.0,PARKING,25525.0,OFFICE AND BUSINESS,2875.0,3,2.374877096885471,,4855036.5
571,NONRESIDENTIAL,GREATER DUWAMISH,27,1.0,2,0,98024,STORAGE,63896.0,OFFICE AND BUSINESS,33712.0,UNDEFINED,,2,4.787160125721174,94.0,1988334.5
572,NONRESIDENTIAL,LAKE UNION,88,1.0,1,15000,50000,MIXED USE,20000.0,PARKING,15000.0,OTHER SERVICES AND FACILITIES,10000.0,3,1.2338517718536566,,2603931.25
573,NONRESIDENTIAL,LAKE UNION,26,1.0,5,66620,77953,OFFICE AND BUSINESS,78521.0,PARKING,66650.0,UNDEFINED,,2,1.2932209258483731,62.0,5135040.0
574,NONRESIDENTIAL,NORTH,66,1.0,2,0,302812,RETAIL AND PERSONAL SERVICES,302812.0,UNDEFINED,,UNDEFINED,,1,7.00722129591438,97.0,7290824.5
575,NONRESIDENTIAL,NORTHWEST,42,1.0,5,0,86400,OFFICE AND BUSINESS,78200.0,UNDEFINED,,UNDEFINED,,1,6.990162131377368,53.0,9080022.0
576,NONRESIDENTIAL,NORTH,47,0.0,2,0,98539,OTHER SERVICES AND FACILITIES,98539.0,UNDEFINED,,UNDEFINED,,1,7.153771225275089,,5450441.5
577,NONRESIDENTIAL,NORTHWEST,35,1.0,6,0,86483,OFFICE AND BUSINESS,86483.0,PARKING,0.0,UNDEFINED,,2,6.981926917360777,56.0,6361236.5
578,NONRESIDENTIAL,DELRIDGE,40,1.0,1,0,51600,STORAGE,34400.0,OFFICE AND BUSINESS,17200.0,UNDEFINED,,2,4.642275913058577,75.0,1124543.125
579,NONRESIDENTIAL,DELRIDGE,48,1.0,1,0,140520,STORAGE,140520.0,UNDEFINED,,UNDEFINED,,1,4.794715312539068,61.0,2225512.0
580,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,30,1.0,5,62380,91649,OFFICE AND BUSINESS,91645.0,PARKING,66288.0,UNDEFINED,,2,1.7830597687802954,95.0,4636396.5
581,NONRESIDENTIAL,NORTHWEST,11,1.0,3,91935,69854,OTHER SERVICES AND FACILITIES,91935.0,HEALTH AND MEDICAL,69854.0,UNDEFINED,,2,7.090103574352695,,6963616.5
582,NONRESIDENTIAL,NORTHWEST,11,1.0,3,0,63909,HEALTH AND MEDICAL,60670.0,RETAIL AND PERSONAL SERVICES,3239.0,UNDEFINED,,2,7.3512262654045095,,4765753.5
583,NONRESIDENTIAL,NORTHWEST,68,1.0,2,0,53472,STORAGE,46846.0,OFFICE AND BUSINESS,10033.0,UNDEFINED,,2,6.36804501732553,,971155.625
584,NONRESIDENTIAL,GREATER DUWAMISH,36,1.0,1,0,50417,STORAGE,50417.0,UNDEFINED,,UNDEFINED,,1,5.472892953443245,14.0,1847401.0
23854,NONRESIDENTIAL,DOWNTOWN,116,1.0,1,0,43728,FOOD AND BEVERAGE,43728.0,UNDEFINED,,UNDEFINED,,1,0.4213221800468482,,11508035.0
585,NONRESIDENTIAL,NORTHWEST,55,1.0,3,0,133298,HEALTH AND MEDICAL,133298.0,UNDEFINED,,UNDEFINED,,1,6.786516444078271,21.0,15640994.0
586,NONRESIDENTIAL,NORTH,51,1.0,2,0,168619,RETAIL AND PERSONAL SERVICES,173106.0,UNDEFINED,,UNDEFINED,,1,7.00722129591438,78.0,6455828.5
588,NONRESIDENTIAL,LAKE UNION,14,0.0,5,113318,138509,MIXED USE,113318.0,HEALTH AND MEDICAL,84000.0,OFFICE AND BUSINESS,84000.0,3,1.982015836474999,,47102428.0
589,NONRESIDENTIAL,LAKE UNION,16,1.0,4,71385,104500,OFFICE AND BUSINESS,103970.0,PARKING,71390.0,UNDEFINED,,2,1.2568652002968996,91.0,6486377.5
590,NONRESIDENTIAL,GREATER DUWAMISH,47,1.0,2,0,104786,STORAGE,104786.0,UNDEFINED,,UNDEFINED,,1,3.130854238236305,93.0,1028376.875
592,NONRESIDENTIAL,GREATER DUWAMISH,16,1.0,1,41600,11440,OTHER SERVICES AND FACILITIES,51427.0,UNDEFINED,,UNDEFINED,,1,3.3396879346563777,,1770027.5
594,NONRESIDENTIAL,GREATER DUWAMISH,43,0.0,1,0,110689,OTHER SERVICES AND FACILITIES,110689.0,UNDEFINED,,UNDEFINED,,1,3.3687876552356895,,2339814.25
595,NONRESIDENTIAL,GREATER DUWAMISH,68,1.0,1,0,53620,OFFICE AND BUSINESS,53620.0,UNDEFINED,,UNDEFINED,,1,3.4453748698904025,86.0,2058955.25
596,NONRESIDENTIAL,GREATER DUWAMISH,78,1.0,1,0,50008,OFFICE AND BUSINESS,50008.0,UNDEFINED,,UNDEFINED,,1,3.450543090796895,62.0,3202213.0
597,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,7,1.0,4,100176,191000,OFFICE AND BUSINESS,194674.0,PARKING,111198.0,UNDEFINED,,2,2.101374977910563,98.0,6657348.5
598,NONRESIDENTIAL,GREATER DUWAMISH,59,1.0,1,0,50832,STORAGE,43920.0,OFFICE AND BUSINESS,6912.0,UNDEFINED,,2,2.8108357862649718,63.0,2551022.25
599,NONRESIDENTIAL,GREATER DUWAMISH,45,1.0,1,0,76354,STORAGE,76486.0,UNDEFINED,,UNDEFINED,,1,3.0881087582129334,70.0,2843033.5
600,NONRESIDENTIAL,GREATER DUWAMISH,60,1.0,1,0,98480,STORAGE,98480.0,UNDEFINED,,UNDEFINED,,1,2.8085982038177786,65.0,2831565.5
601,NONRESIDENTIAL,LAKE UNION,112,1.0,2,0,53002,MIXED USE,31602.0,PARKING,27427.0,RESIDENTIAL AND HOUSING,18130.0,4,3.796392289021752,75.0,3441643.25
602,NONRESIDENTIAL,LAKE UNION,8,1.0,3,51218,124700,MIXED USE,66737.0,PARKING,58218.0,HEALTH AND MEDICAL,30230.0,3,1.985280644701714,,22530168.0
603,NONRESIDENTIAL,LAKE UNION,96,1.0,3,63782,106003,OTHER SERVICES AND FACILITIES,106003.0,PARKING,63782.0,UNDEFINED,,2,1.7313654104402778,,19155416.0
604,NONRESIDENTIAL,LAKE UNION,45,1.0,11,0,124721,OFFICE AND BUSINESS,107594.0,FOOD AND BEVERAGE,15600.0,PARKING,12000.0,4,1.6799403677399902,58.0,13898181.0
605,NONRESIDENTIAL,LAKE UNION,46,1.0,7,0,94002,OFFICE AND BUSINESS,93905.0,PARKING,31348.0,UNDEFINED,,2,1.935309622917027,70.0,5662234.0
606,NONRESIDENTIAL,GREATER DUWAMISH,42,1.0,1,0,93020,STORAGE,93020.0,UNDEFINED,,UNDEFINED,,1,3.5312638321419305,60.0,1252323.875
19746,NONRESIDENTIAL,DOWNTOWN,70,1.0,1,0,23000,OTHER SERVICES AND FACILITIES,20310.0,OFFICE AND BUSINESS,2689.600098,UNDEFINED,,2,1.0487653432588648,,711118.375
607,NONRESIDENTIAL,SOUTHEAST,14,1.0,1,0,61053,FOOD AND BEVERAGE,54434.0,PARKING,0.0,UNDEFINED,,2,6.59510466625655,32.0,13133225.0
608,NONRESIDENTIAL,DOWNTOWN,103,5.0,7,0,154159,OFFICE AND BUSINESS,193154.0,UNDEFINED,,UNDEFINED,,1,0.5251642668879226,100.0,11195917.0
609,NONRESIDENTIAL,DOWNTOWN,112,1.0,5,0,78920,OFFICE AND BUSINESS,78564.0,UNDEFINED,,UNDEFINED,,1,0.506723252634598,88.0,2830674.75
610,NONRESIDENTIAL,DOWNTOWN,110,1.0,7,0,99440,OFFICE AND BUSINESS,65088.0,RETAIL AND PERSONAL SERVICES,23857.0,UNDEFINED,,2,0.5309971066251844,64.0,6606832.5
611,NONRESIDENTIAL,DOWNTOWN,109,1.0,6,0,73260,OFFICE AND BUSINESS,63871.0,UNDEFINED,,UNDEFINED,,1,0.5333407526632232,82.0,2853189.5
612,NONRESIDENTIAL,DOWNTOWN,116,1.0,4,0,69817,OFFICE AND BUSINESS,34647.0,RETAIL AND PERSONAL SERVICES,26039.0,UNDEFINED,,2,0.44960046005469784,87.0,2178074.5
613,NONRESIDENTIAL,DOWNTOWN,116,1.0,4,0,84750,OFFICE AND BUSINESS,41609.0,OTHER SERVICES AND FACILITIES,28734.0,UNDEFINED,,2,0.41150583254191786,,2094724.625
614,NONRESIDENTIAL,DOWNTOWN,116,1.0,6,13320,62176,OFFICE AND BUSINESS,45799.0,RETAIL AND PERSONAL SERVICES,9739.0,FOOD AND BEVERAGE,4689.0,3,0.3277521402910812,,3570161.75
615,NONRESIDENTIAL,DOWNTOWN,116,1.0,4,0,164380,OFFICE AND BUSINESS,123607.0,RETAIL AND PERSONAL SERVICES,20795.0,UNDEFINED,,2,0.4546440090411906,79.0,7655751.0
616,NONRESIDENTIAL,DOWNTOWN,109,1.0,7,0,160580,OFFICE AND BUSINESS,160580.0,UNDEFINED,,UNDEFINED,,1,0.5261542759212042,98.0,4336187.5
618,NONRESIDENTIAL,DOWNTOWN,107,1.0,6,0,73470,OFFICE AND BUSINESS,47145.0,STORAGE,9477.0,RETAIL AND PERSONAL SERVICES,9477.0,3,0.34666201350662845,83.0,3212269.0
619,NONRESIDENTIAL,DOWNTOWN,110,1.0,3,0,67755,OTHER SERVICES AND FACILITIES,33647.0,OFFICE AND BUSINESS,19705.0,ENTERTAINMENT AND LEISURE,11988.0,4,0.5271934713625402,,1904480.0
620,NONRESIDENTIAL,GREATER DUWAMISH,106,1.0,3,0,56700,MIXED USE,26250.0,STORAGE,18050.0,STORAGE,12400.0,3,0.8992046059074849,37.0,2371575.0
621,NONRESIDENTIAL,GREATER DUWAMISH,94,1.0,1,0,82852,STORAGE,58472.0,RETAIL AND PERSONAL SERVICES,23282.0,UNDEFINED,,2,0.9021105837553512,83.0,2153603.5
622,NONRESIDENTIAL,GREATER DUWAMISH,63,1.0,2,0,76442,OTHER SERVICES AND FACILITIES,50500.0,STORAGE,18000.0,OFFICE AND BUSINESS,7604.0,3,1.8500873221036374,,3978277.0
623,NONRESIDENTIAL,GREATER DUWAMISH,54,1.0,2,0,92792,STORAGE,85343.0,OFFICE AND BUSINESS,13435.0,UNDEFINED,,2,2.046409254221438,56.0,3155496.0
624,NONRESIDENTIAL,GREATER DUWAMISH,75,2.0,2,0,125519,OTHER SERVICES AND FACILITIES,142901.0,UNDEFINED,,UNDEFINED,,1,1.5027980757177966,,2244317.0
625,NONRESIDENTIAL,GREATER DUWAMISH,116,1.0,4,25800,103200,OFFICE AND BUSINESS,104869.0,UNDEFINED,,UNDEFINED,,1,1.5614876645716247,80.0,4374646.0
626,NONRESIDENTIAL,GREATER DUWAMISH,62,1.0,1,0,78814,STORAGE,78814.0,UNDEFINED,,UNDEFINED,,1,1.2699905922125818,69.0,861972.875
627,NONRESIDENTIAL,GREATER DUWAMISH,112,1.0,4,0,58970,OFFICE AND BUSINESS,39870.0,STORAGE,11600.0,RESIDENTIAL AND HOUSING,7000.0,4,0.7864207184067159,,1776411.75
628,NONRESIDENTIAL,GREATER DUWAMISH,106,1.0,6,10800,64800,STORAGE,51040.0,OFFICE AND BUSINESS,10500.0,PARKING,6000.0,3,0.8434536138475848,15.0,2688675.75
629,NONRESIDENTIAL,GREATER DUWAMISH,109,1.0,4,0,56270,STORAGE,39884.0,STORAGE,9270.0,OFFICE AND BUSINESS,4116.0,4,0.8711293793514955,,1056782.125
630,NONRESIDENTIAL,DOWNTOWN,112,1.0,4,0,66842,OFFICE AND BUSINESS,43122.0,RETAIL AND PERSONAL SERVICES,10514.0,UNDEFINED,,2,0.6393279177200341,31.0,5608600.5
632,NONRESIDENTIAL,DOWNTOWN,107,1.0,6,10800,64488,OFFICE AND BUSINESS,65508.0,PARKING,10918.0,UNDEFINED,,2,0.6813162145726339,81.0,2891605.0
633,NONRESIDENTIAL,DOWNTOWN,112,1.0,7,0,184322,OFFICE AND BUSINESS,183916.0,OFFICE AND BUSINESS,406.0,UNDEFINED,,2,0.5754096525161141,81.0,9722890.0
634,NONRESIDENTIAL,DOWNTOWN,7,1.0,7,0,287853,OFFICE AND BUSINESS,273812.0,RETAIL AND PERSONAL SERVICES,12102.0,UNDEFINED,,2,0.6009863074085615,43.0,25567108.0
635,NONRESIDENTIAL,GREATER DUWAMISH,102,1.0,2,0,64512,OFFICE AND BUSINESS,63000.0,UNDEFINED,,UNDEFINED,,1,0.9874580469510071,53.0,5968153.5
637,NONRESIDENTIAL,GREATER DUWAMISH,7,1.0,6,111774,174226,MIXED USE,111774.0,OFFICE AND BUSINESS,108747.0,OTHER SERVICES AND FACILITIES,49271.0,5,1.1826795736239726,,63835192.0
638,NONRESIDENTIAL,GREATER DUWAMISH,90,1.0,7,0,144050,STORAGE,144050.0,UNDEFINED,,UNDEFINED,,1,1.5615615658734323,26.0,3929371.0
639,NONRESIDENTIAL,GREATER DUWAMISH,86,1.0,3,0,60592,OFFICE AND BUSINESS,60384.0,UNDEFINED,,UNDEFINED,,1,1.6392965346149162,16.0,5049446.5
640,NONRESIDENTIAL,GREATER DUWAMISH,104,0.0,6,0,1380959,OFFICE AND BUSINESS,1000730.0,RETAIL AND PERSONAL SERVICES,281296.0,STORAGE,220303.0,3,1.6907571118472262,79.0,74130576.0
641,NONRESIDENTIAL,GREATER DUWAMISH,23,1.0,1,0,107930,RETAIL AND PERSONAL SERVICES,107704.0,UNDEFINED,,UNDEFINED,,1,1.9249090831318156,57.0,7221482.5
642,NONRESIDENTIAL,GREATER DUWAMISH,90,1.0,1,0,99084,STORAGE,99084.0,UNDEFINED,,UNDEFINED,,1,2.438299685268568,83.0,1618110.375
647,NONRESIDENTIAL,DELRIDGE,63,1.0,1,0,72719,STORAGE,72719.0,UNDEFINED,,UNDEFINED,,1,2.883641510844085,28.0,2581741.75
649,NONRESIDENTIAL,EAST,86,0.0,4,0,76624,OFFICE AND BUSINESS,76624.0,UNDEFINED,,UNDEFINED,,1,0.7822754499917933,91.0,2773647.5
650,NONRESIDENTIAL,NORTHEAST,15,1.0,6,36583,55123,OFFICE AND BUSINESS,53281.0,PARKING,34701.0,OTHER SERVICES AND FACILITIES,3724.0,3,3.8941893622904664,2.0,8570571.0
651,NONRESIDENTIAL,LAKE UNION,8,1.0,5,39902,89191,HEALTH AND MEDICAL,89131.0,PARKING,37652.0,OTHER SERVICES AND FACILITIES,5615.0,3,1.228476827938466,6.0,19248732.0
652,NONRESIDENTIAL,DELRIDGE,25,1.0,5,16221,121885,OFFICE AND BUSINESS,119083.0,PARKING,16221.0,UNDEFINED,,2,3.039276119548675,41.0,8381834.5
654,NONRESIDENTIAL,GREATER DUWAMISH,43,1.0,1,0,56572,RETAIL AND PERSONAL SERVICES,56576.0,UNDEFINED,,UNDEFINED,,1,2.7609053791817044,66.0,2409429.0
656,NONRESIDENTIAL,EAST,12,1.0,0,0,225982,HEALTH AND MEDICAL,200184.0,UNDEFINED,,UNDEFINED,,1,0.4916029077393306,53.0,20560622.0
657,NONRESIDENTIAL,DOWNTOWN,10,0.0,0,0,516407,MIXED USE,385196.0,RESIDENTIAL AND HOUSING,340236.0,HOTEL,67627.0,7,0.838547595805464,31.0,39403320.0
658,NONRESIDENTIAL,DOWNTOWN,16,1.0,11,0,312512,OFFICE AND BUSINESS,303312.0,OFFICE AND BUSINESS,4738.0,FOOD AND BEVERAGE,4462.0,3,0.6064593012874484,,25747022.0
659,NONRESIDENTIAL,DOWNTOWN,11,1.0,42,0,1592914,OFFICE AND BUSINESS,914832.0,PARKING,348788.0,OFFICE AND BUSINESS,303910.0,5,0.2766446795961457,97.0,56498868.0
660,NONRESIDENTIAL,DOWNTOWN,90,1.0,6,0,97720,OFFICE AND BUSINESS,51881.0,OFFICE AND BUSINESS,11999.0,RETAIL AND PERSONAL SERVICES,9713.0,3,0.366378972267295,,2478025.25
661,NONRESIDENTIAL,EAST,31,1.0,10,206580,215923,HEALTH AND MEDICAL,197408.0,UNDEFINED,,UNDEFINED,,1,0.5301770483935623,46.0,17254810.0
671,NONRESIDENTIAL,CENTRAL,29,1.0,7,0,94500,HEALTH AND MEDICAL,113739.0,UNDEFINED,,UNDEFINED,,1,0.9726714105639898,68.0,5792926.0
673,NONRESIDENTIAL,DELRIDGE,11,0.0,1,0,94713,RETAIL AND PERSONAL SERVICES,109758.0,UNDEFINED,,UNDEFINED,,1,5.030201261061293,79.0,5417598.0
674,NONRESIDENTIAL,EAST,8,1.0,9,101342,201560,HEALTH AND MEDICAL,201365.0,PARKING,86270.0,UNDEFINED,,2,0.16494656779261313,58.0,14751117.0
677,NONRESIDENTIAL,EAST,43,1.0,19,156407,163504,HEALTH AND MEDICAL,170727.0,PARKING,69171.0,UNDEFINED,,2,0.3795593621654383,50.0,15067340.0
678,NONRESIDENTIAL,DOWNTOWN,116,1.0,6,0,205521,OFFICE AND BUSINESS,114919.0,RETAIL AND PERSONAL SERVICES,28643.0,UNDEFINED,,2,0.2454193813036683,94.0,8138616.5
679,NONRESIDENTIAL,DOWNTOWN,116,1.0,6,0,56700,OFFICE AND BUSINESS,46000.0,RETAIL AND PERSONAL SERVICES,10500.0,UNDEFINED,,2,0.31059205302192533,55.0,3065954.5
680,NONRESIDENTIAL,GREATER DUWAMISH,91,1.0,4,0,72000,OFFICE AND BUSINESS,72000.0,UNDEFINED,,UNDEFINED,,1,0.8124660702252341,89.0,2729167.75
681,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,16,1.0,4,94892,96254,OFFICE AND BUSINESS,103000.0,PARKING,80000.0,UNDEFINED,,2,1.9257106740889793,93.0,5101504.5
682,NONRESIDENTIAL,DELRIDGE,15,1.0,3,11527,57236,OTHER SERVICES AND FACILITIES,50000.0,PARKING,11527.0,ENTERTAINMENT AND LEISURE,0.0,3,3.1025161499270686,,9029489.0
683,NONRESIDENTIAL,SOUTHEAST,22,3.0,1,0,102133,OTHER SERVICES AND FACILITIES,107427.0,PARKING,0.0,UNDEFINED,,2,3.2321058577597754,,20725996.0
685,NONRESIDENTIAL,DOWNTOWN,8,1.0,14,0,362046,OFFICE AND BUSINESS,232443.0,PARKING,97874.0,OTHER SERVICES AND FACILITIES,3534.0,3,0.6679306846790655,86.0,15725581.0
689,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,22,3.0,2,0,81336,OTHER SERVICES AND FACILITIES,81385.0,UNDEFINED,,UNDEFINED,,1,1.6730667865200908,,13085297.0
690,NONRESIDENTIAL,DOWNTOWN,15,1.0,23,0,538933,OFFICE AND BUSINESS,366554.0,PARKING,122821.0,UNDEFINED,,2,0.36730615685384344,90.0,16020642.0
692,NONRESIDENTIAL,DOWNTOWN,33,1.0,6,197130,78852,OTHER SERVICES AND FACILITIES,197040.0,OFFICE AND BUSINESS,78852.0,UNDEFINED,,2,0.89240871559435,,5233553.5
693,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,34,1.0,5,0,98668,OFFICE AND BUSINESS,98668.0,UNDEFINED,,UNDEFINED,,1,1.8231252194508405,91.0,4391348.0
694,NONRESIDENTIAL,GREATER DUWAMISH,9,1.0,1,28381,130550,OFFICE AND BUSINESS,80157.0,RESIDENTIAL AND HOUSING,34302.0,PARKING,26937.0,4,2.125358764615767,12.0,8751704.0
696,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,38,1.0,1,0,105100,OFFICE AND BUSINESS,105100.0,UNDEFINED,,UNDEFINED,,1,3.933342567709333,1.0,22078064.0
700,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,8,1.0,1,0,57176,FOOD AND BEVERAGE,39500.0,RETAIL AND PERSONAL SERVICES,15000.0,RETAIL AND PERSONAL SERVICES,5500.0,5,3.001340084130547,31.0,12525174.0
701,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,38,1.0,1,0,50660,RETAIL AND PERSONAL SERVICES,50660.0,UNDEFINED,,UNDEFINED,,1,2.7880552383596893,51.0,2661488.0
702,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,79,1.0,2,0,61929,OFFICE AND BUSINESS,39879.0,UNDEFINED,,UNDEFINED,,1,2.6735126943547307,59.0,2203026.5
703,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,16,1.0,4,55000,110111,OFFICE AND BUSINESS,104667.0,PARKING,55000.0,OFFICE AND BUSINESS,5444.0,3,1.9129907977936849,1.0,25478086.0
704,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,16,1.0,4,42500,87051,OFFICE AND BUSINESS,82273.0,PARKING,42500.0,OFFICE AND BUSINESS,4778.0,3,1.8486905433528924,1.0,27137190.0
19755,NONRESIDENTIAL,DOWNTOWN,91,1.0,3,0,20565,OFFICE AND BUSINESS,20565.0,UNDEFINED,,UNDEFINED,,1,1.0554822673450424,65.0,802312.5
705,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,16,1.0,5,55971,103966,OFFICE AND BUSINESS,106449.0,PARKING,50258.0,UNDEFINED,,2,1.7996393496332443,63.0,7857972.5
706,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,8,1.0,5,46763,137201,OFFICE AND BUSINESS,133451.0,PARKING,46763.0,OFFICE AND BUSINESS,3750.0,3,1.7224838034871786,56.0,14856199.0
707,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,30,1.0,5,78848,129362,OFFICE AND BUSINESS,109978.0,PARKING,78848.0,UNDEFINED,,2,1.5511895918762995,95.0,5514308.5
708,NONRESIDENTIAL,DOWNTOWN,30,1.0,7,80283,197203,OFFICE AND BUSINESS,178625.0,PARKING,87624.0,OTHER SERVICES AND FACILITIES,14653.0,3,1.472797410126351,63.0,12729858.0
709,NONRESIDENTIAL,DOWNTOWN,23,1.0,3,0,187130,OFFICE AND BUSINESS,171783.0,STORAGE,9581.0,OTHER SERVICES AND FACILITIES,4413.0,6,1.142647783348492,77.0,10053489.0
710,NONRESIDENTIAL,DOWNTOWN,16,1.0,5,117867,133177,OFFICE AND BUSINESS,126218.0,OFFICE AND BUSINESS,12717.0,UNDEFINED,,2,0.9610013650525374,99.0,17186624.0
711,NONRESIDENTIAL,DOWNTOWN,104,1.0,5,0,154330,STORAGE,95330.0,UNDEFINED,,UNDEFINED,,1,0.3896831095208165,81.0,1262235.25
712,NONRESIDENTIAL,DOWNTOWN,98,1.0,6,14690,93555,OFFICE AND BUSINESS,64055.0,EDUCATION,14621.0,PARKING,12359.0,6,0.3437306945750578,,4515180.5
713,NONRESIDENTIAL,DOWNTOWN,111,1.0,6,0,167860,OFFICE AND BUSINESS,110370.0,RETAIL AND PERSONAL SERVICES,19801.0,OFFICE AND BUSINESS,634.0,3,0.267154736167707,70.0,6797647.0
715,NONRESIDENTIAL,DOWNTOWN,106,1.0,6,0,112560,OFFICE AND BUSINESS,80400.0,RETAIL AND PERSONAL SERVICES,16080.0,UNDEFINED,,2,0.32083518947670153,86.0,4946798.5
716,NONRESIDENTIAL,DOWNTOWN,106,1.0,6,0,86204,RETAIL AND PERSONAL SERVICES,67670.0,RETAIL AND PERSONAL SERVICES,13534.0,UNDEFINED,,1,0.32930031314446057,89.0,3241917.0
717,NONRESIDENTIAL,GREATER DUWAMISH,31,1.0,2,0,145158,STORAGE,101633.0,OFFICE AND BUSINESS,48544.0,OTHER SERVICES AND FACILITIES,10270.0,3,1.6505833972038442,51.0,8384523.0
718,NONRESIDENTIAL,GREATER DUWAMISH,65,1.0,2,0,112896,OFFICE AND BUSINESS,110746.0,PARKING,57500.0,UNDEFINED,,2,1.3940172391374963,66.0,10287986.0
719,NONRESIDENTIAL,GREATER DUWAMISH,56,1.0,1,0,110613,STORAGE,99551.0,OFFICE AND BUSINESS,11061.0,UNDEFINED,,2,1.3762042283306692,95.0,1015060.188
720,NONRESIDENTIAL,GREATER DUWAMISH,65,1.0,4,0,149881,STORAGE,119593.0,OFFICE AND BUSINESS,30288.0,UNDEFINED,,2,1.463804861593472,97.0,2417401.25
722,NONRESIDENTIAL,GREATER DUWAMISH,65,1.0,3,0,98220,STORAGE,129420.0,UNDEFINED,,UNDEFINED,,1,1.806162386710604,12.0,6468090.0
723,NONRESIDENTIAL,GREATER DUWAMISH,46,1.0,1,0,84420,STORAGE,44300.0,OFFICE AND BUSINESS,24838.0,RETAIL AND PERSONAL SERVICES,12349.0,3,1.7920539383290146,55.0,2848317.25
725,NONRESIDENTIAL,GREATER DUWAMISH,55,1.0,1,0,73335,STORAGE,73335.0,PARKING,0.0,UNDEFINED,,2,2.4742739317572573,,5197118.0
727,NONRESIDENTIAL,GREATER DUWAMISH,88,1.0,2,0,56876,STORAGE,48400.0,OFFICE AND BUSINESS,4276.0,RETAIL AND PERSONAL SERVICES,4200.0,3,1.8580735870140601,,1791715.625
728,NONRESIDENTIAL,GREATER DUWAMISH,85,1.0,2,0,61200,STORAGE,61200.0,UNDEFINED,,UNDEFINED,,1,1.6503770519795156,16.0,4912143.0
729,NONRESIDENTIAL,GREATER DUWAMISH,29,1.0,1,0,111908,STORAGE,109090.0,UNDEFINED,,UNDEFINED,,1,1.2990715064662002,87.0,1555420.25
730,NONRESIDENTIAL,GREATER DUWAMISH,30,3.0,2,0,63644,OTHER SERVICES AND FACILITIES,65700.0,PARKING,0.0,UNDEFINED,,2,1.0780684116665586,,6858533.5
731,NONRESIDENTIAL,GREATER DUWAMISH,86,3.0,2,18860,89893,MIXED USE,58605.0,RESIDENTIAL AND HOUSING,24338.0,RETAIL AND PERSONAL SERVICES,18864.0,6,0.8335172684841877,,3639670.25
732,NONRESIDENTIAL,NORTHWEST,46,1.0,1,35545,106345,FOOD AND BEVERAGE,168735.0,PARKING,0.0,PARKING,0.0,2,6.050543547226078,91.0,16865978.0
734,NONRESIDENTIAL,BALLARD,15,1.0,4,21055,71037,OFFICE AND BUSINESS,70074.0,UNDEFINED,,UNDEFINED,,1,4.429293972952463,5.0,4817062.0
735,NONRESIDENTIAL,MAGNOLIA / QUEEN ANNE,42,0.0,3,0,56259,STORAGE,31582.0,RETAIL AND PERSONAL SERVICES,20962.0,OFFICE AND BUSINESS,3715.0,3,4.393855077791311,,2346571.5
738,NONRESIDENTIAL,NORTHEAST,10,1.0,6,0,143439,OTHER SERVICES AND FACILITIES,119570.0,PARKING,23869.0,UNDEFINED,,2,3.426275773458398,,25631512.0
739,NONRESIDENTIAL,LAKE UNION,8,1.0,4,88855,113768,OFFICE AND BUSINESS,105206.0,PARKING,31992.0,HEALTH AND MEDICAL,6374.0,3,3.056995956072032,73.0,8873485.0
